Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-4018	abraxane	Tubulin	single	162	20	10.1	11	14.7	34	PD
X-4018	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-26.1	49	-1.6	49	69	69	SD-->PD
X-4018	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	56.2	25	50.8	11	28.9	55	PD
X-4018	BKM120 + LDE225	"panPI3K,SMO"	combo	85	21	13.4	11	21.7	67	PD
X-4018	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-45.5	51	-16.3	65	93	93	SD-->-->PD
X-4018	BYL719	PIK3CA	single	72.9	18	45.6	12	18	18	PD
X-4018	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	16.1	12	9.3	12	18	18	SD
X-4018	HDM201	MDM2	single	79	21	24.8	11	23.1	31	PD
X-4018	figitumumab	IGF1R	single	-21.7	34	14	44	44	44	SD
X-4018	figitumumab + binimetinib	"IGF1R,MAPK"	combo	21.8	25	-34.3	12	25	25	SD
X-4018	gemcitabine-50mpk	chemotherapy	single	19.9	34	18.5	12	42.6	68	SD-->PD
X-4018	INC424 + binimetinib	"JAK,MAPK"	combo	-19.2	14	-13.9	14	62.5	98	SD-->PD
X-4018	LEE011	"CDK4,CDK6,CDK4/6"	single	176.5	20	27.6	13	17.9	20	PD
X-4018	WNT974	PORCN	single	288.3	23	47.1	13	11.6	30	PD
X-4018	LKA136	"NTRK1,NTRK2,NTRK3"	single	234.3	23	37.1	13	13.5	30	PD
X-4018	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-3	16	11.9	16	44	44	SD
X-4018	binimetinib-3.5mpk	MAPK	single	-100	85	-53	98	98	98	CR
X-4018	trametinib	MAPK	single	13.1	15	16.8	15	48.2	51	SD-->PD
X-4018	untreated	"UNKNOWN,Untreated"	single	133.9	24	34.3	11	18.1	48	PD
X-4087	5FU	chemotherapy	single	84.4	20	3.8	11	20	20	PD
X-4087	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	100.1	20	21.8	11	20	20	PD
X-4087	BKM120 + LJC049	"panPI3K,TNKS"	combo	307.2	24	112.9	11	6.3	30	PD
X-4087	BYL719	PIK3CA	single	22.9	3	11.5	3	3	3	SD
X-4087	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	0	12	0	12	31	31	SD-->PD
X-4087	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	147.8	20	31	12	16.7	27	PD
X-4087	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	80	21	41.6	15	24	24	PD
X-4087	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	58	20	24.1	11	20	20	PD
X-4087	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	138.4	20	28.4	11	14.8	20	PD
X-4087	cetuximab	EGFR	single	358.9	21	104.6	15	9	21	PD
X-4087	cetuximab + encorafenib	"EGFR,BRAF"	combo	730.3	21	153.1	15	9	21	PD
X-4087	CGM097	MDM2	single	62.2	6	29.5	6	6	6	PD
X-4087	CKX620	MAPK	single	6.1	11	2.7	11	20	20	SD-->PD
X-4087	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	109.4	20	15.4	11	19.5	20	PD
X-4087	HDM201	MDM2	single	82.5	20	12.4	11	20	20	PD
X-4087	LEE011	"CDK4,CDK6,CDK4/6"	single	16.6	20	1.9	11	20	20	SD-->PD
X-4087	encorafenib	BRAF	single	33.6	6	17.8	6	6	6	SD
X-4087	LJC049	TNKS	single	17.2	11	18.1	11	14	14	SD-->PD
X-4087	LKA136	"NTRK1,NTRK2,NTRK3"	single	77.8	6	38.9	6	6	6	PD
X-4087	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-32.4	17	-10	21	27	27	SD
X-4087	untreated	"UNKNOWN,Untreated"	single	58.7	21	18	15	27.4	42	PD
X-4087	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-23.3	15	5.3	15	29.24429967	38	SD-->PD
X-4145	abraxane	Tubulin	single	302.7	20	73.7	13	9.8	20	PD
X-4145	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-82.2	41	-41	48	48	48	PR
X-4145	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	292.4	23	64.8	13	10.5	27	PD
X-4145	BKM120 + LDE225	"panPI3K,SMO"	combo	50.9	23	22.7	13	31.6	71	PD
X-4145	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	13.4	22	21	22	27.4	71	SD-->PD
X-4145	BYL719	PIK3CA	single	101.5	20	15.2	13	19.7	33	PD
X-4145	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	59.6	20	35.3	13	58	58	PD
X-4145	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	97.2	22	36.2	12	23.2	35	PD
X-4145	HDM201	MDM2	single	284.2	20	56.5	13	10.9	37	PD
X-4145	figitumumab	IGF1R	single	186.1	20	35.4	13	12.6	34	PD
X-4145	figitumumab + binimetinib	"IGF1R,MAPK"	combo	46.8	32	7.2	11	53.3	78	PD
X-4145	gemcitabine-50mpk	chemotherapy	single	-71.3	77	-27.6	91	91	91	PR-->PD
X-4145	INC424	JAK	single	127.6	20	44.8	14	16.9	41	PD
X-4145	INC424 + binimetinib	"JAK,MAPK"	combo	111.4	20	56.2	13	9.8	86	PD
X-4145	LEE011	"CDK4,CDK6,CDK4/6"	single	228	20	62.5	13	8.6	34	PD
X-4145	WNT974	PORCN	single	18.1	18	3.3	11	18	18	SD
X-4145	LKA136	"NTRK1,NTRK2,NTRK3"	single	224	20	67.6	13	9.1	28	PD
X-4145	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-44	21	-24.6	34	51	51	SD
X-4145	binimetinib-3.5mpk	MAPK	single	149.2	25	83.3	11	4	27	PD
X-4145	trametinib	MAPK	single	191.1	22	98.9	12	4	39	PD
X-4145	untreated	"UNKNOWN,Untreated"	single	344	21	106.4	14	6	25	PD
X-4157	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	60.5	20	9.5	11	28	28	PD
X-4157	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	12.8	9	9.8	14	28	28	SD-->PD
X-4157	CGM097	MDM2	single	90.2	20	35.9	14	20.5	28	PD
X-4157	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	112.1	20	35.3	11	13	28	PD
X-4157	dacarbazine	chemotherapy	single	58	20	16	14	29	29	PD
X-4157	LDE225	SMO	single	10	9	8.6	12	13	13	SD
X-4157	LDK378	ALK	single	65.4	25	22.1	12	28	28	PD
X-4157	LEE011	"CDK4,CDK6,CDK4/6"	single	71.7	22	14	13	26.4	28	PD
X-4157	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	66.8	22	18.3	11	25.8	28	PD
X-4157	WNT974	PORCN	single	131.5	21	20.1	14	19	28	PD
X-4157	LGW813	IAP	single	-23.5	11	-17	11	67.5	105	SD-->PD
X-4157	encorafenib	BRAF	single	106.2	20	18.4	13	19.5	28	PD
X-4157	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	-33.5	16	-8.1	25	66.6	87	SD-->PD
X-4157	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-14.7	60	13.6	13	88.8	108	SD-->PD
X-4157	TAS266	DR5	single	143.4	20	24.7	14	16.5	28	PD
X-4157	untreated	"UNKNOWN,Untreated"	single	239.7	20	52.9	14	11.2	28	PD
X-4215	abraxane	Tubulin	single	87.8	25	19.3	11	33.9	54	PD
X-4215	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-81.9	48	-32.5	79	79	79	PR-->-->PD
X-4215	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	77.8	22	40.6	12	22	22	PD
X-4215	BKM120 + LDE225	"panPI3K,SMO"	combo	147.2	16	117.3	13	3.5	16	PD
X-4215	BYL719	PIK3CA	single	71.1	21	2.8	11	26.6	35	PD
X-4215	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-97.8	97	-66	97	97	97	CR
X-4215	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	50.4	21	21.3	11	33.2	56	PD
X-4215	HDM201	MDM2	single	100.8	20	40.6	13	19.8	31	PD
X-4215	figitumumab	IGF1R	single	223.1	21	57.3	11	8.9	21	PD
X-4215	figitumumab + binimetinib	"IGF1R,MAPK"	combo	27.7	22	12.8	15	42.7	51	SD-->PD
X-4215	gemcitabine-50mpk	chemotherapy	single	-77.2	39	-33.7	56	100.8	109	PR-->PD
X-4215	INC424	JAK	single	93.1	20	21.5	13	20	20	PD
X-4215	INC424 + binimetinib	"JAK,MAPK"	combo	4.6	90	28.1	12	131	131	SD
X-4215	LEE011	"CDK4,CDK6,CDK4/6"	single	1.3	53	57.5	11	10.3	91	PD
X-4215	WNT974	PORCN	single	116.8	20	73.4	12	9.3	28	PD
X-4215	LKA136	"NTRK1,NTRK2,NTRK3"	single	327.1	22	48.6	11	9.5	25	PD
X-4215	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	0.6	19	22.6	22	22	22	SD
X-4215	binimetinib-3.5mpk	MAPK	single	158.9	22	111.7	12	5.2	27	PD
X-4215	trametinib	MAPK	single	62.9	28	11.9	11	32	40	PD
X-4215	untreated	"UNKNOWN,Untreated"	single	167.2	21	61.1	12	7.6	36	PD
X-4226	abraxane	Tubulin	single	278.2	20	75.2	14	6.6	27	PD
X-4226	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	48.4	21	17.7	14	27.7	87	PD
X-4226	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-21.6	16	10.3	16	36.3	44	SD-->PD
X-4226	BKM120 + LDE225	"panPI3K,SMO"	combo	-30.7	13	-17.6	18	81	81	SD-->PD
X-4226	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-17.5	34	-2	40	71.3	122	SD-->PD
X-4226	BYL719	PIK3CA	single	-1	14	-1.1	14	51.3	91	SD-->PD
X-4226	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	43.7	29	15	14	43.5	63	PD
X-4226	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	65	22	13.1	14	31.7	73	PD
X-4226	HDM201	MDM2	single	260.5	20	60.3	12	7.7	33	PD
X-4226	figitumumab	IGF1R	single	58.7	26	-2	12	18.9	36	PD
X-4226	figitumumab + binimetinib	"IGF1R,MAPK"	combo	141.1	21	87.9	11	5.8	28	PD
X-4226	gemcitabine-50mpk	chemotherapy	single	44.5	17	30.8	14	17	17	PD
X-4226	INC424	JAK	single	83.3	20	19.6	12	26	71	PD
X-4226	INC424 + binimetinib	"JAK,MAPK"	combo	-17.6	20	2.6	20	63.7	99	SD-->PD
X-4226	LEE011	"CDK4,CDK6,CDK4/6"	single	176.6	22	61.7	12	12.4	29	PD
X-4226	WNT974	PORCN	single	273.3	21	55.1	13	10.8	22	PD
X-4226	LKA136	"NTRK1,NTRK2,NTRK3"	single	59.4	20	30.8	13	25.2	36	PD
X-4226	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-30.3	28	-5.9	35	35	35	SD
X-4226	binimetinib-3.5mpk	MAPK	single	52	21	37.3	13	27.7	34	PD
X-4226	trametinib	MAPK	single	-7.4	11	-3.7	11	29.8	48	SD-->PD
X-4226	untreated	"UNKNOWN,Untreated"	single	83.7	24	28.5	13	19	40	PD
X-4316	abraxane	Tubulin	single	122.2	22	35.1	12	16.6	54	PD
X-4316	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-100	84	-63.2	87	87	87	CR
X-4316	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	93.4	21	20	13	16.5	28	PD
X-4316	BKM120 + LDE225	"panPI3K,SMO"	combo	-20.2	14	-9.9	14	53	53	SD-->PD
X-4316	BYL719	PIK3CA	single	72.5	22	6.4	14	29.7	115	PD
X-4316	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	1.2	13	0.3	13	41.2	51	SD-->PD
X-4316	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	11.6	9	4.8	13	21.4	37	SD-->PD
X-4316	HDM201	MDM2	single	132.6	20	29.4	13	16.1	30	PD
X-4316	figitumumab	IGF1R	single	-2.1	19	34.6	19	29.6	68	PD
X-4316	figitumumab + binimetinib	"IGF1R,MAPK"	combo	276	20	133.5	12	3.2	33	PD
X-4316	gemcitabine-50mpk	chemotherapy	single	-80	77	-41.1	77	77	77	PR
X-4316	INC424	JAK	single	44.4	22	8.3	14	57.4	115	PD
X-4316	LEE011	"CDK4,CDK6,CDK4/6"	single	3	21	1.9	11	62.7	77	SD-->PD
X-4316	WNT974	PORCN	single	26.8	16	19.8	13	27.6	51	SD-->PD
X-4316	LKA136	"NTRK1,NTRK2,NTRK3"	single	59.2	22	9.6	15	31.1	45	PD
X-4316	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-45.2	109	-26.9	109	122	122	SD-->-->PD
X-4316	binimetinib-3.5mpk	MAPK	single	29.2	18	10.1	13	20.7	39	SD-->PD
X-4316	trametinib	MAPK	single	-32.1	19	-12.5	40	91	91	SD-->PD
X-4316	untreated	"UNKNOWN,Untreated"	single	132.8	20	12.8	11	15.2	44	PD
X-4339	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-26.4	16	-10.2	19	44	44	SD-->PD
X-4339	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-0.3	14	3.4	14	40	40	SD
X-4339	CGM097	MDM2	single	50	22	11.5	11	64.8	66	PD
X-4339	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	9.6	22	7.6	12	85	85	SD-->PD
X-4339	dacarbazine	chemotherapy	single	9.7	15	13.1	15	15	15	SD
X-4339	LDE225	SMO	single	13.4	19	14.1	20	22	22	SD
X-4339	LDK378	ALK	single	16.3	19	8.2	11	44	44	SD-->PD
X-4339	LEE011	"CDK4,CDK6,CDK4/6"	single	-72.7	149	-37.2	226	240	240	PR-->-->PD
X-4339	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	-48.3	120	-14.8	170	170	170	SD
X-4339	LEE011 + binimetinib	"CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK"	combo	-86.8	103	-66.2	177	177	177	PR
X-4339	WNT974	PORCN	single	15.9	11	9.2	11	26	26	SD-->PD
X-4339	LGW813	IAP	single	13.3	11	9.8	11	49.9	51	SD-->PD
X-4339	encorafenib	BRAF	single	89.7	24	30.5	14	16.5	46	PD
X-4339	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	81.3	26	17.1	11	31.7	47	PD
X-4339	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-5.3	14	0.1	14	78	85	SD-->PD
X-4339	TAS266	DR5	single	14.2	13	10.9	13	38	47	SD-->PD
X-4339	untreated	"UNKNOWN,Untreated"	single	89.3	20	39.5	16	20.8	45	PD
X-4347	BGJ398	FGFR	single	55.9	21	7	14	31.1	60	PD
X-4347	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-22	11	-11.7	34	67	67	SD-->-->PD
X-4347	BYL719	PIK3CA	single	63.1	34	8.9	13	46	98	PD
X-4347	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	-73.3	45	-42.6	48	48	48	PR
X-4347	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-14.6	11	-11.9	11	63.1	88	SD-->PD
X-4347	CGM097	MDM2	single	79.3	22	2.2	11	25.6	67	PD
X-4347	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	12.4	11	-1.9	11	77.4	91	SD-->PD
X-4347	HDM201	MDM2	single	33.7	39	0.7	11	56	56	SD-->PD
X-4347	INC424	JAK	single	101.6	21	23.1	11	20.8	28	PD
X-4347	LEE011	"CDK4,CDK6,CDK4/6"	single	-7.9	52	11.2	91	134.1	143	SD-->-->PD
X-4347	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-83.6	87	-50.1	87	87	87	PR
X-4347	LFA102	PRLR 	single	162.6	20	30.1	13	17.2	48	PD
X-4347	LJM716	ERBB3	single	119.9	21	43.5	16	18.5	49	PD
X-4347	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	124.6	20	18.3	13	19	48	PD
X-4347	LKA136	"NTRK1,NTRK2,NTRK3"	single	127.1	21	27.9	11	16.1	28	PD
X-4347	LLM871	FGFR2/4	single	72.1	24	25.4	13	25.8	41	PD
X-4347	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-58.8	56	-31.7	56	56	56	PR
X-4347	paclitaxel	Tubulin	single	78.5	24	31.5	13	32.2	62	PD
X-4347	tamoxifen	ESR1	single	93.9	32	39.9	16	23.1	49	PD
X-4347	trastuzumab	ERBB2	single	128.6	20	45.7	13	18.8	62	PD
X-4347	untreated	"UNKNOWN,Untreated"	single	165.8	17	54.4	13	11.1	17	PD
X-4347	LFW527 + everolimus	"IGF1R,MTOR"	combo	-7.1	21	0.214285714	21	78.56962025	98	SD-->PD
X-4377	abraxane	Tubulin	single	257.8	9	114.5	9	4	9	PD
X-4377	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	43.5	23	12.8	14	37	37	PD
X-4377	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	193.4	26	20.6	12	16.4	29	PD
X-4377	BKM120 + LDE225	"panPI3K,SMO"	combo	-46.3	29	-21.5	29	29	29	SD
X-4377	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-13.6	17	3.3	17	35	74	SD-->PD
X-4377	BYL719	PIK3CA	single	159	22	40.6	11	12.1	28	PD
X-4377	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	65.6	20	22.2	14	24.8	41	PD
X-4377	HDM201	MDM2	single	260.9	20	89.1	14	6	27	PD
X-4377	figitumumab	IGF1R	single	321.7	16	91.9	13	7	16	PD
X-4377	figitumumab + binimetinib	"IGF1R,MAPK"	combo	487.8	21	174.4	14	3.8	21	PD
X-4377	gemcitabine-50mpk	chemotherapy	single	-21.2	41	11	63	72.8	73	SD-->PD
X-4377	INC424	JAK	single	291	20	94.8	14	6.2	20	PD
X-4377	INC424 + binimetinib	"JAK,MAPK"	combo	163.5	22	29.4	11	16.8	36	PD
X-4377	LEE011	"CDK4,CDK6,CDK4/6"	single	129.2	21	20.4	11	17.1	42	PD
X-4377	WNT974	PORCN	single	6.9	16	23.2	16	23.9	63	SD
X-4377	LKA136	"NTRK1,NTRK2,NTRK3"	single	-100	19	-85.3	89	89	89	CR
X-4377	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-29.7	35	-3.2	11	35	35	SD-->PD
X-4377	binimetinib-3.5mpk	MAPK	single	300.3	20	73.8	13	10	28	PD
X-4377	trametinib	MAPK	single	-12.8	25	-15	12	46.3	52	SD-->PD
X-4378	abraxane	Tubulin	single	180.1	21	44.2	13	13	24	PD
X-4378	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	29.1	20	13.3	17	69	69	SD
X-4378	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	102.3	28	21.3	11	16	41	PD
X-4378	BKM120 + LDE225	"panPI3K,SMO"	combo	-66.3	39	-46.9	49	84	84	PR-->PD
X-4378	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-15.6	39	-5.6	21	83.7	84	SD-->PD
X-4378	BYL719	PIK3CA	single	-45.2	32	-23.9	64	119	119	SD
X-4378	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	61.7	32	11.4	11	45	45	PD
X-4378	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-14.3	34	3.7	13	44.4	77	SD-->PD
X-4378	HDM201	MDM2	single	70	24	16.2	14	35	35	PD
X-4378	figitumumab	IGF1R	single	128.9	20	27	14	17.8	27	PD
X-4378	figitumumab + binimetinib	"IGF1R,MAPK"	combo	10.6	29	24.7	13	29	29	SD-->PD
X-4378	gemcitabine-50mpk	chemotherapy	single	-28.7	73	-11.1	105	112	112	SD
X-4378	INC424	JAK	single	115	18	44.5	12	14	18	PD
X-4378	INC424 + binimetinib	"JAK,MAPK"	combo	20.3	11	2.2	11	74.3	84	SD-->PD
X-4378	LEE011	"CDK4,CDK6,CDK4/6"	single	106.5	21	51.1	13	13.6	44	PD
X-4378	WNT974	PORCN	single	151.9	28	58.7	12	9.5	41	PD
X-4378	LKA136	"NTRK1,NTRK2,NTRK3"	single	207.8	21	64.5	13	8.9	27	PD
X-4378	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-22.4	28	-12.8	11	49	49	SD-->PD
X-4378	binimetinib-3.5mpk	MAPK	single	184.5	20	47.2	12	13.1	23	PD
X-4378	trametinib	MAPK	single	66.1	21	38.1	14	23.2	41	PD
X-4378	untreated	"UNKNOWN,Untreated"	single	87.3	21	25.3	12	26.4	63	PD
X-4426	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	107.9	20	47.3	11	12.7	22	PD
X-4426	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	10.3	34	52	12	12	34	PD
X-4426	CGM097	MDM2	single	231.4	20	56.4	13	11.5	20	PD
X-4426	dacarbazine	chemotherapy	single	306.7	21	72.1	15	9.4	21	PD
X-4426	LDE225	SMO	single	302.1	20	62.5	11	9	20	PD
X-4426	LDK378	ALK	single	222.5	20	28.5	11	14.2	20	PD
X-4426	LEE011	"CDK4,CDK6,CDK4/6"	single	31.3	23	45.9	23	23	23	PD
X-4426	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	-50.6	40	-4.2	56	71.6	88	SD-->PD
X-4426	WNT974	PORCN	single	364.4	20	84.7	11	8.1	20	PD
X-4426	LGW813	IAP	single	229.4	20	53.6	11	10	26	PD
X-4426	encorafenib	BRAF	single	369.1	20	108.1	13	7.5	20	PD
X-4426	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	614.7	19	122.6	13	5.8	19	PD
X-4426	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	107.5	20	44.9	14	19.4	29	PD
X-4426	TAS266	DR5	single	-53.2	10	-32.2	16	32.3	41	PR-->PD
X-4426	untreated	"UNKNOWN,Untreated"	single	757.9	18	183	12	3.7	18	PD
X-4439	abraxane	Tubulin	single	125.8	20	-8	11	16.1	48	PD
X-4439	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-61.4	45	-27.5	48	48	48	PR
X-4439	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-38	21	-14.7	51	51	51	SD
X-4439	BKM120 + LDE225	"panPI3K,SMO"	combo	-50.7	40	-28.4	43	43	43	PR
X-4439	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-57.8	67	-24.3	94	94	94	PR-->PD
X-4439	BYL719	PIK3CA	single	-28.6	17	-16.7	28	83	83	SD
X-4439	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-41.4	49	-32	58	76	76	SD
X-4439	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-24.3	38	-15.5	52	83	83	SD
X-4439	HDM201	MDM2	single	42.2	21	7.5	11	28.8	31	PD
X-4439	figitumumab	IGF1R	single	79.2	20	43.8	13	21.8	33	PD
X-4439	figitumumab + binimetinib	"IGF1R,MAPK"	combo	98.4	22	25.7	11	16.9	36	PD
X-4439	gemcitabine-50mpk	chemotherapy	single	22	66	35.8	15	21	94	PD
X-4439	INC424	JAK	single	63.1	21	12.9	11	32.2	45	PD
X-4439	INC424 + binimetinib	"JAK,MAPK"	combo	-17.5	14	-9.8	14	84	84	SD-->PD
X-4439	LEE011	"CDK4,CDK6,CDK4/6"	single	60.7	20	19.8	13	22.7	43	PD
X-4439	WNT974	PORCN	single	149.2	24	27.4	12	20.1	28	PD
X-4439	LKA136	"NTRK1,NTRK2,NTRK3"	single	113.7	21	31.1	15	19.8	32	PD
X-4439	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	19.6	35	25.9	11	26.5	77	SD
X-4439	binimetinib-3.5mpk	MAPK	single	25.3	25	-11.2	11	30.2	36	SD-->PD
X-4439	trametinib	MAPK	single	-33.4	45	0.7	24	51	51	SD-->PD
X-4439	untreated	"UNKNOWN,Untreated"	single	120.4	23	31.7	13	17.7	51	PD
X-4455	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	419.9	12	132	12	8.4	12	PD
X-4455	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	485.4	21	79.5	12	8.1	21	PD
X-4455	CGM097	MDM2	single	164.6	20	34.1	12	11.9	23	PD
X-4455	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	169.6	21	36.9	15	12.5	21	PD
X-4455	dacarbazine	chemotherapy	single	150.8	20	38.6	13	17.2	21	PD
X-4455	LDE225	SMO	single	102.8	21	3.3	12	17.4	21	PD
X-4455	LDK378	ALK	single	447.6	18	104.1	12	6.4	18	PD
X-4455	LEE011	"CDK4,CDK6,CDK4/6"	single	-1.8	17	16.8	17	23	23	SD-->PD
X-4455	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	-4.9	9	-5.3	12	84.1	88	SD-->PD
X-4455	WNT974	PORCN	single	328.6	21	49.8	12	10.1	21	PD
X-4455	LGW813	IAP	single	336.4	21	43.1	12	11.1	21	PD
X-4455	encorafenib	BRAF	single	259.9	20	51.5	12	10.5	23	PD
X-4455	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	479.5	20	88	13	7.5	21	PD
X-4455	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	221.1	20	65.6	12	8.1	23	PD
X-4455	TAS266	DR5	single	98.7	20	44.7	12	7.9	23	PD
X-4455	untreated	"UNKNOWN,Untreated"	single	740.4	21	101.4	11	5.4	21	PD
X-4530	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	207.4	22	8.6	11	14.8	22	PD
